Description,Date,Amount,Area,Type
Inversión S&P500,01/08/2011,"15,00",Investment,Expenses
Cobro trabajo mes,23/08/2011,"35,09",Salary,Income
Compra supermercado semanal,18/08/2011,"31,84",Food,Expenses
Pizza noche viernes,19/08/2011,"20,51",Food,Expenses
Almuerzo entre semana,19/08/2011,"25,06",Food,Expenses
Pago suscripción app,13/08/2011,"23,43",Invoice,Expenses
Factura gas calefacción,27/08/2011,"12,38",Invoice,Expenses
Ocio fin de semana,01/08/2011,"12,59",Leisure,Expenses
Concierto música live,17/08/2011,"6,60",Leisure,Expenses
Ingreso puntual extra,12/08/2011,"42,62",Deposit,Income
Inversión cartera valores,01/07/2011,"5,00",Investment,Expenses
Ingreso sueldo mensual,22/07/2011,"19,31",Salary,Income
Alimentación semana corriente,11/07/2011,"20,28",Food,Expenses
Pedido comida online,09/07/2011,"8,72",Food,Expenses
Comida delivery casa,23/07/2011,"39,05",Food,Expenses
Amazon Prime renovación,01/07/2011,"23,19",Invoice,Expenses
Compra online facturada,05/07/2011,"11,74",Invoice,Expenses
Café con compañeros,22/07/2011,"2,36",Leisure,Expenses
Devolución dinero prestado,16/07/2011,"78,20",Deposit,Income
Tour ciudad vacaciones,15/07/2011,"92,94",Vacations,Expenses
Inversión ETF mensual,01/06/2011,"5,00",Investment,Expenses
Ingreso trabajo parcial,22/06/2011,"74,44",Salary,Income
Compra Lidl alimentación,16/06/2011,"35,16",Food,Expenses
Tapas bar con amigos,12/06/2011,"8,13",Food,Expenses
Compra supermercado semanal,24/06/2011,"32,92",Food,Expenses
Factura luz mes,13/06/2011,"44,02",Invoice,Expenses
Servicio profesional puntual,08/06/2011,"5,39",Invoice,Expenses
Seguro hogar anual,17/06/2011,"40,98",Invoice,Expenses
Tarde de compras,16/06/2011,"5,69",Leisure,Expenses
Actividad deportiva semana,02/06/2011,"10,73",Leisure,Expenses
Depósito fondo inversión,01/05/2011,"10,00",Investment,Expenses
Nómina mensual empresa,27/05/2011,"48,54",Salary,Income
Pizza noche viernes,11/05/2011,"8,11",Food,Expenses
Cena romántica restaurante,02/05/2011,"7,12",Food,Expenses
Suscripción servicio digital,14/05/2011,"29,76",Invoice,Expenses
Pago servicio online,21/05/2011,"34,65",Invoice,Expenses
Salida bar copas,09/05/2011,"20,03",Leisure,Expenses
Cine tarde semana,05/05/2011,"2,55",Leisure,Expenses
Micro inversión fondo,01/04/2011,"10,00",Investment,Expenses
Pago trabajo puntual,24/04/2011,"56,15",Salary,Income
Compra diaria alimentación,18/04/2011,"16,74",Food,Expenses
Almuerzo entre semana,10/04/2011,"17,93",Food,Expenses
Mercadona semana despensa,24/04/2011,"38,09",Food,Expenses
Factura teléfono móvil,04/04/2011,"30,40",Invoice,Expenses
Factura gas calefacción,24/04/2011,"42,09",Invoice,Expenses
Recibo seguro médico,13/04/2011,"44,11",Invoice,Expenses
Ocio fin de semana,03/04/2011,"11,17",Leisure,Expenses
Actividad turística viaje,28/04/2011,"34,35",Vacations,Expenses
Compra ETF mensual,01/03/2011,"10,00",Investment,Expenses
Cobro trabajo freelance,27/03/2011,"75,95",Salary,Income
Menú del día trabajo,18/03/2011,"12,17",Food,Expenses
Frutería mercado local,20/03/2011,"19,01",Food,Expenses
Factura luz mes,15/03/2011,"5,81",Invoice,Expenses
Servicio profesional puntual,23/03/2011,"48,50",Invoice,Expenses
Recibo agua mensual,25/03/2011,"47,94",Invoice,Expenses
Streaming plataforma digital,01/03/2011,"7,31",Leisure,Expenses
Actividad cultural ciudad,21/03/2011,"8,30",Leisure,Expenses
Aportación plan ahorro,01/02/2011,"5,00",Investment,Expenses
Salario mes corriente,21/02/2011,"76,69",Salary,Income
Compra grande mensual,18/02/2011,"4,47",Food,Expenses
Comida delivery casa,24/02/2011,"15,60",Food,Expenses
Seguro hogar anual,18/02/2011,"39,13",Invoice,Expenses
Cuota comunidad propietarios,14/02/2011,"49,70",Invoice,Expenses
Amazon Prime renovación,27/02/2011,"29,20",Invoice,Expenses
Noche fútbol bar,14/02/2011,"9,20",Leisure,Expenses
Inversión S&P500,01/01/2011,"10,00",Investment,Expenses
Pago nómina trabajo,27/01/2011,"41,25",Salary,Income
Pedido comida online,07/01/2011,"27,16",Food,Expenses
Comida rápida mediodía,26/01/2011,"7,43",Food,Expenses
Carnicería compra semana,16/01/2011,"8,69",Food,Expenses
Factura gas calefacción,17/01/2011,"12,32",Invoice,Expenses
Pago servicio online,26/01/2011,"6,28",Invoice,Expenses
Pago suscripción app,27/01/2011,"37,06",Invoice,Expenses
Salida noche amigos,27/01/2011,"2,70",Leisure,Expenses
Cena restaurante semana,19/01/2011,"3,69",Leisure,Expenses
Inversión cartera valores,01/12/2010,"10,00",Investment,Expenses
Ingreso sueldo mensual,27/12/2010,"50,21",Salary,Income
Mercadona semana despensa,18/12/2010,"22,57",Food,Expenses
Cena entre semana,11/12/2010,"8,74",Food,Expenses
Pizza noche viernes,19/12/2010,"33,88",Food,Expenses
Suscripción servicio digital,8/12/2010,"12,99",Invoice,Expenses
Recibo seguro médico,8/12/2010,"1,85",Invoice,Expenses
Café con compañeros,27/12/2010,"17,03",Leisure,Expenses
Vermut domingo terraceo,7/12/2010,"10,66",Leisure,Expenses
Aportación mínima fondo,01/11/2010,"10,00",Investment,Expenses
Cobro trabajo mes,27/11/2010,"62,72",Salary,Income
Comida delivery casa,3/11/2010,"9,55",Food,Expenses
Compra Lidl alimentación,25/11/2010,"20,57",Food,Expenses
Factura luz mes,8/11/2010,"15,37",Invoice,Expenses
Suscripción software mensual,19/11/2010,"5,58",Invoice,Expenses
Cine tarde semana,8/11/2010,"15,48",Leisure,Expenses
Concierto música live,26/11/2010,"18,81",Leisure,Expenses
Inversión periódica automatizada,01/10/2010,"10,00",Investment,Expenses
Cobro mensual empleo,26/10/2010,"43,96",Salary,Income
Comida rápida mediodía,11/10/2010,"39,79",Food,Expenses
Tapas bar con amigos,3/10/2010,"19,75",Food,Expenses
Servicio profesional puntual,28/10/2010,"50,85",Invoice,Expenses
Recibo domiciliado mensual,1/10/2010,"17,91",Invoice,Expenses
Noche fútbol bar,3/10/2010,"21,05",Leisure,Expenses
Ocio fin de semana,10/10/2010,"4,44",Leisure,Expenses
Depósito fondo inversión,01/09/2010,"10,00",Investment,Expenses
Pago trabajo puntual,26/09/2010,"76,98",Salary,Income
Compra supermercado semanal,12/09/2010,"17,66",Food,Expenses
Cena romántica restaurante,05/09/2010,"31,30",Food,Expenses
Pago servicio online,11/09/2010,"15,48",Invoice,Expenses
Seguro hogar anual,22/09/2010,"46,18",Invoice,Expenses
Suscripción servicio digital,23/09/2010,"20,67",Invoice,Expenses
Cena restaurante semana,05/09/2010,"7,47",Leisure,Expenses
Salida bar copas,17/09/2010,"18,20",Leisure,Expenses
Cobro servicio prestado,05/09/2010,"5,01",Deposit,Income
Micro inversión fondo,01/08/2010,"10,00",Investment,Expenses
Cobro trabajo freelance,25/08/2010,"30,27",Salary,Income
Almuerzo entre semana,07/08/2010,"21,92",Food,Expenses
Cena entre semana,08/08/2010,"28,00",Food,Expenses
Recibo agua mensual,28/08/2010,"18,83",Invoice,Expenses
Cuota plataforma web,08/08/2010,"41,08",Invoice,Expenses
Amazon Prime renovación,01/08/2010,"40,86",Invoice,Expenses
Aperitivo domingo amigos,12/08/2010,"16,25",Leisure,Expenses
Aportación fondo indexado,01/07/2010,"10,00",Investment,Expenses
Ingreso laboral mensual,28/07/2010,"78,07",Salary,Income
Carnicería compra semana,24/07/2010,"24,80",Food,Expenses
Pizza noche viernes,21/07/2010,"37,17",Food,Expenses
Compra grande mensual,16/07/2010,"9,21",Food,Expenses
Suscripción software mensual,14/07/2010,"17,81",Invoice,Expenses
Suscripción anual servicio,15/07/2010,"9,84",Invoice,Expenses
Seguro hogar anual,16/07/2010,"20,23",Invoice,Expenses
Salida noche amigos,28/07/2010,"18,24",Leisure,Expenses
Streaming plataforma digital,12/07/2010,"15,76",Leisure,Expenses
Inversión ETF mensual,01/06/2010,"10,00",Investment,Expenses
Ingreso trabajo parcial,20/06/2010,"44,60",Salary,Income
Alimentación semana corriente,21/06/2010,"36,63",Food,Expenses
Compra supermercado semanal,28/06/2010,"6,29",Food,Expenses
Factura internet fibra,10/06/2010,"23,97",Invoice,Expenses
Cuota gimnasio mensual,11/06/2010,"50,09",Invoice,Expenses
Factura gas calefacción,14/06/2010,"20,05",Invoice,Expenses
Paseo turístico ciudad,04/06/2010,"23,17",Leisure,Expenses
Transferencia familiar recibida,10/06/2010,"28,30",Deposit,Income
Entrada museo viaje,25/06/2010,"96,34",Vacations,Expenses
Inversión S&P500,01/05/2010,"15,00",Investment,Expenses
Ingreso sueldo mensual,20/05/2010,"32,55",Salary,Income
Comida rápida mediodía,08/05/2010,"18,78",Food,Expenses
Almuerzo entre semana,10/05/2010,"3,68",Food,Expenses
Compra diaria alimentación,01/05/2010,"33,34",Food,Expenses
Pago suscripción app,23/05/2010,"17,64",Invoice,Expenses
Seguro coche mensual,07/05/2010,"22,71",Invoice,Expenses
Factura teléfono móvil,23/05/2010,"33,99",Invoice,Expenses
Cine tarde semana,20/05/2010,"23,37",Leisure,Expenses
Aportación mínima fondo,01/04/2010,"5,00",Investment,Expenses
Cobro trabajo mes,21/04/2010,"35,55",Salary,Income
Pizza noche viernes,27/04/2010,"22,93",Food,Expenses
Comida delivery casa,18/04/2010,"18,07",Food,Expenses
Cuota comunidad propietarios,06/04/2010,"10,51",Invoice,Expenses
Factura internet fibra,27/04/2010,"17,64",Invoice,Expenses
Compra ocio personal,11/04/2010,"4,08",Leisure,Expenses
Ingreso extra varios,04/04/2010,"71,99",Deposit,Income
Desayuno hotel turístico,18/04/2010,"54,94",Vacations,Expenses
Compra ETF mensual,01/03/2010,"10,00",Investment,Expenses
Salario mes corriente,20/03/2010,"68,24",Salary,Income
Compra Lidl alimentación,11/03/2010,"38,21",Food,Expenses
Frutería mercado local,05/03/2010,"29,12",Food,Expenses
Recibo agua mensual,13/03/2010,"48,76",Invoice,Expenses
Amazon Prime renovación,23/03/2010,"22,48",Invoice,Expenses
Servicio profesional puntual,07/03/2010,"30,71",Invoice,Expenses
Tarde de compras,17/03/2010,"22,38",Leisure,Expenses
Noche fútbol bar,07/03/2010,"16,34",Leisure,Expenses
Cobro deuda pendiente,08/03/2010,"65,92",Deposit,Income
Excursión vacaciones verano,25/03/2010,"70,42",Vacations,Expenses
Inversión periódica automatizada,01/02/2010,"5,00",Investment,Expenses
Pago trabajo puntual,23/02/2010,"17,33",Salary,Income
Carnicería compra semana,17/02/2010,"14,99",Food,Expenses
Compra grande mensual,14/02/2010,"3,28",Food,Expenses
Almuerzo entre semana,01/02/2010,"11,62",Food,Expenses
Cuota gimnasio mensual,16/02/2010,"37,67",Invoice,Expenses
Recibo domiciliado mensual,27/02/2010,"5,29",Invoice,Expenses
